,video_id,signer_id,duration,split,label_type,label,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,SignBank Reference ID
16689,EwpmzFHPUNKGzNOV9J3C,11,1306,train,asllex,religion,r,im,Crossed,0,0,0,Closed,0,One Handed,Curved,0,Body,Clavicle,Body Away,1,,0,957
1402,H9BpKJROTySb2I67XzPr,88,3446,val,asllex,trash,1,i,Fully Open,0,,,Closed,0,One Handed,Curved,0,Arm,Forearm Ulnar,Elbow Back,1,,1,2107
2100,jxemqOEbVMPdu4MIQzyA,38,3026,train,signbank,809,,,,,,,,,,,,,,,,,,
63584,GbDrM9fZdn9vdNKuf8cH,39,2686,train,asllex,bury_1,h,im,Fully Open,0,0,0,Closed,0,Asymmetrical Different Handshape,Straight,0,Hand,Hand Away,Hand Away,0,B,0,
60920,OmkKO4QA8UpjyrhotZ7C,57,1806,test,asllex,eight,1,m,Curved,0,,,Open,1,One Handed,None,1,Neutral,Neutral,,0,,0,635
26268,Pub25ezw0NnoO4FHEHwF,46,3513,val,asllex,agreement,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,2056
86834,n4j19F3VmeR58lF27Ims,30,2385,train,freetext,sky,,,,,,,,,,,,,,,,,,
5422,bhIWux6RfiTAvj3vi5cl,57,1960,test,signbank,2881,,,,,,,,,,,,,,,,,,
23961,pvT5DB0nEm9BzKLa85W4,8,3692,train,asllex,hammer,baby_o,i,Bent,0,,,Open,1,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,1996
52692,JxWx70oC0Th0W6727Rzh,7,2352,train,asllex,bite,curved_v,im,Curved,0,0,0,Open,1,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,
48246,zE6oRf1uDDwgNCnu6Dun,8,1956,train,freetext,debit,,,,,,,,,,,,,,,,,,
1236,zlG92Orj7jV2FZEIltRk,39,2933,train,signbank,539,,,,,,,,,,,,,,,,,,
24472,3EFh4dUszDLAu5VKw7f5,85,3052,train,asllex,need,bent_1,i,Bent,0,,,Closed,0,One Handed,Curved,1,Neutral,Neutral,Neutral,0,,0,194
56836,y9a0DCeRz3r6FZ7uPlas,39,2952,val,asllex,smooth,stacked_5,imrp,Stacked,1,,0,Open,1,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,stacked_5,0,719
31109,Wh2YPVLHoPbmcVIbSPEz,49,1926,train,asllex,movie,5,imrp,Fully Open,0,1,0,Open,0,Asymmetrical Same Handshape,Straight,1,Hand,Heel,,1,5,0,590
55800,uVpRUIM2HDQQk5FuTrHu,76,3351,train,asllex,retrieve,v,im,Fully Open,1,1,0,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,v,0,2011
49430,LYonvS3Ip6lfrsq77qih,30,1680,train,asllex,scar_memory,bent_1,i,Bent,0,,,Closed,0,One Handed,Straight,0,Head,Head Away,Head Away,0,,0,2976
58733,fpcarWwKxDSxdOLf6yPI,35,1739,val,asllex,long_ago,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Circular,1,Body,Body Away,Body Away,1,,0,1640
40345,lW0zEtBXy7D4vEZZH3yu,50,2118,test,asllex,missing,flatspread_5,imrp,Flat,1,1,1,Open,1,Asymmetrical Different Handshape,Straight,0,Hand,Palm,Hand Away,0,C,0,470
38962,DmbH3c257AoILUbe5N4B,17,1698,train,freetext,chemical,,,,,,,,,,,,,,,,,,
39894,7EJsCwGRlEs66uOU59Gh,8,2303,val,freetext,crayons,,,,,,,,,,,,,,,,,,
41013,hCMtnObHFRXSWrA004bl,12,2091,train,asllex,fun,h,im,Fully Open,0,0,0,Closed,0,One Handed,None,0,Head,Cheek Nose,,1,,0,141
58277,05iTIiENjSrFTxiK98is,7,2652,train,asllex,cool_5,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,None,1,Head,Head Away,,0,5,0,1160
55425,gd2eVlwajAxOttolTWHM,31,1380,train,asllex,excited,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Curved,1,Body,Torso Top,Body Away,1,open_8,0,1344
3635,7VrqXBOA28PNx2I5xXWN,57,2206,test,signbank,1627,,,,,,,,,,,,,,,,,,
72395,eMpfZvdfDEGzXKgw9mNy,84,1643,train,freetext,hotdog,,,,,,,,,,,,,,,,,,
45571,r593KeqHXVpdodU9V270,88,2488,val,asllex,audience,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,5,0,
43611,DZu3yAJFIY2Ba6vduRuZ,31,1304,val,asllex,word,g,i,Flat,0,,,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Finger Front,,1,1,0,1449
83706,r71u3hzwWA9T2pE0I4bc,15,1058,train,freetext,order,,,,,,,,,,,,,,,,,,
58947,AYu3A2jHxQdy7eDnrvej,39,2632,train,asllex,grow_up,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,735
72420,qRoPSv4PaslQaA1xJd1y,57,1718,test,freetext,how_many,,,,,,,,,,,,,,,,,,
25678,yAMu1uJeKCmN76wFVgQm,14,2007,val,asllex,order_1,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Z-shaped,0,Neutral,Neutral,Neutral,0,open_b,0,1020
22864,TPDodZWhOE0mBabSTiog,49,1018,train,asllex,alarm,d,m,Curved,0,,,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,402
5127,V0BluXTlzuAa9ao8i4oF,15,1150,train,signbank,2490,,,,,,,,,,,,,,,,,,
3655,hNtNuQ6nV02OxUvpY7uL,50,1972,test,asllex,football,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,,1,5,0,734
2255,Iuoz90QF6f4tiTyPVUl3,49,1985,val,signbank,851,,,,,,,,,,,,,,,,,,
54954,3K5wLQSbGsUC71A8tjZt,48,1319,test,asllex,culture,c,imrp,Curved,0,0,0,Open,0,Asymmetrical Different Handshape,Curved,0,Hand,Hand Away,Hand Away,1,1,1,1193
26811,xxnuqvjZsG8e6hJ4o6Iz,39,2578,train,freetext,body_twist,,,,,,,,,,,,,,,,,,
37100,1tVb1WI6cW41itCS78xN,84,1311,train,asllex,west,w,p,Curved,0,,,Open,1,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,1422
30331,69VAYBxYlY7jp79C8bvY,84,1584,train,asllex,old,o,imrp,Curved,1,0,0,Open,1,One Handed,Straight,0,Head,Chin,Head Away,0,,0,202
29878,I1gcrjJ1MnNvQY3gnw7Z,59,1526,train,asllex,smoking,v,im,Fully Open,0,1,0,Closed,0,One Handed,Back And Forth,0,Head,Mouth,Head Away,1,,1,2956
84023,e25LTWgj2ehL1F47UiCS,84,1299,val,freetext,patient,,,,,,,,,,,,,,,,,,
56027,l62xEm26vaPrVpUxeKOz,60,1514,train,asllex,casual,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Z-shaped,0,Neutral,Neutral,Neutral,0,5,0,1908
6118,PAgJcGxjzqk8sCbAulzI,35,1562,train,asllex,piano,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,5,0,349
48258,7cs6WvdEKHkOLRfMAMCE,30,1864,train,freetext,decline,,,,,,,,,,,,,,,,,,
5152,tPbDYQ2BsHIOP8f2Ya19,64,1665,test,signbank,2503,,,,,,,,,,,,,,,,,,
6902,KYSTLFrlxE3vLy7OuSFB,8,1853,train,asllex,ring,g,i,Flat,0,,,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Finger Back,Finger Back,1,5,0,2391
43271,w3FXcqWgZgFgWVIJGGDn,61,1564,test,asllex,process,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,open_b,0,936
50588,gnD1uvFwOjfxXKost1OS,50,2467,test,asllex,follow_1,a,t,,,,,Open,,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,a,0,1489
87053,X34fA7vo01XHazG7cOV8,8,2861,train,freetext,snack,,,,,,,,,,,,,,,,,,
26376,a0DBuTkaeaLWTqghLDts,43,4067,train,freetext,bed dent,,,,,,,,,,,,,,,,,,
7191,u6LHF09JA2bGkAGs8yC5,35,1996,train,asllex,rain,spread_open_e,imrp,Bent,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,spread_open_e,0,1011
23426,16h3sZtcQW63J0CKHWXy,54,2216,train,asllex,jacket,a,t,,,,,Open,,Symmetrical Or Alternating,Curved,0,Body,Shoulder,Torso Mid,0,a,0,2982
48440,fYxGV2BAvn7xyLYNCviY,60,1531,train,freetext,detective,,,,,,,,,,,,,,,,,,
82801,yDC3tjh1plUXFPlnyZu2,35,1761,train,freetext,not honest,,,,,,,,,,,,,,,,,,
46651,cygld44IrvbPnbuYmqx5,84,1311,train,asllex,beg,flatspread_5,imrp,Flat,1,1,0,Open,0,Asymmetrical Different Handshape,None,1,Hand,Finger Back,,1,1,0,769
17698,9r83OjyVfAypwDytWRyZ,62,1654,train,asllex,catholic,h,im,Fully Open,1,0,0,Closed,0,One Handed,X-shaped,0,Head,Head Away,Head Away,0,,0,1043
77463,rNvCuz36o3jP5wtShoE8,84,1432,train,freetext,jump_off,,,,,,,,,,,,,,,,,,
45263,0TO0GJFzm7CXzfYkM2tr,88,3145,val,asllex,back_out,bent_v,im,Bent,0,1,0,Closed,0,Asymmetrical Different Handshape,Curved,0,Hand,Finger Ulnar,Hand Away,1,C,0,965
727,h1jefSMCskiCDYXDdWvh,49,1234,train,asllex,cat,f,i,Curved,0,,,Open,1,One Handed,Straight,1,Head,Cheek Nose,Head Away,1,,0,1037
84746,MSZHjhPsk1yKOzbxwB5Q,48,1055,test,freetext,pregnant,,,,,,,,,,,,,,,,,,
21320,PmlOksyckzFOm9rUf8xw,59,2970,train,asllex,money,flat_o,imrp,Flat,0,0,0,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,670
2093,9pP5J2aeykp7zqn7zEm9,35,1503,train,signbank,809,,,,,,,,,,,,,,,,,,
55024,uAhFjVfhebvHje0WqLxo,8,1407,train,asllex,bitch,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Straight,0,Head,Chin,,1,,0,2114
18572,UJNnWVFwVwwVFtwuFnwK,88,3906,train,asllex,movies,5,imrp,Fully Open,0,1,0,Open,0,Asymmetrical Same Handshape,Straight,1,Hand,Finger Radial,,1,5,0,590
61217,eKtd9q9PAiN3WRgmZ8aU,84,1725,train,asllex,see_see,p,im,Stacked,0,,,Open,1,One Handed,Straight,1,Head,Eye,,1,,0,173
22069,ZZaTxM9MNTXSilbmbNmc,63,2111,train,asllex,king,p,im,Stacked,0,,0,Open,1,One Handed,Curved,0,Body,Clavicle,Hips,1,,0,623
90706,XiVtqPIj9nQEFxY4cCtq,61,1563,test,freetext,wig,,,,,,,,,,,,,,,,,,
25944,sjJT4IRYZymjax3QbaGS,35,1565,train,asllex,cold,s,imrp,Fully Closed,0,,0,Open,1,Symmetrical Or Alternating,Straight,1,Body,Body Away,,0,s,0,432
64232,zaZ4MRMYKGvLaLGQgeWd,11,1907,train,asllex,hold_2,s,imrp,Fully Closed,0,,0,Closed,1,One Handed,Circular,1,Neutral,Neutral,Neutral,0,,0,151
20861,TuedHzAAIaIO4Pgtru9M,49,1183,train,asllex,hard,bent_v,im,Bent,0,1,0,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,bent_v,0,146
34531,56RkWDwcZbCxU0zO2dfY,88,1747,train,asllex,restaurant,r,im,Crossed,0,0,0,Closed,0,One Handed,Z-shaped,0,Head,Mouth,Mouth,1,,0,969
48408,db1y6x3fUFvmilx2Vwom,11,2186,train,freetext,desk,,,,,,,,,,,,,,,,,,
18147,Atk02heUs3p9tFi0gHoZ,62,1361,train,asllex,live_2,a,t,,,,,Open,,Symmetrical Or Alternating,Curved,0,Body,Torso Bottom,Torso Top,1,a,0,
42574,ApiRENwQfNbBdaCmudKu,43,4319,train,asllex,funny,flat_h,im,Flat,1,0,0,Closed,0,One Handed,None,1,Head,Cheek Nose,,1,,0,142
43619,dMLEEmyqJaOoHP3owZCh,43,4164,train,asllex,disrupt,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,curved_5,1,1616
82224,7zjWmU6TPiU5HjcBjFQ3,31,1882,train,freetext,nail,,,,,,,,,,,,,,,,,,
45246,ddE0HyHLcXAIXCa7jmYz,17,1998,train,asllex,drug,s,imrp,Fully Closed,0,,0,Closed,1,One Handed,Straight,1,Arm,Forearm Front,,1,,0,
81610,wIPj0QFzDkY1QT2h4ll8,23,1707,train,freetext,medal,,,,,,,,,,,,,,,,,,
46951,k9pgcwjAUfptbqrTmIwA,84,1927,train,asllex,big,bent_l,i,Bent,0,,,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,bent_l,1,772
15574,JVmspRXzJeXwKTcM2lsu,15,1401,train,asllex,animal,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Body,Torso Top,,1,flat_b,0,16
61680,t2Y0aqTTaZVgEsYUsxuH,38,2777,train,asllex,champ,curved_5,imrp,Curved,0,1,0,Open,0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Tip,,1,1,0,2353
854,7SAumrqxspqrz1x5WP4m,35,1407,val,asllex,paper,5,imrp,Fully Open,0,1,0,Open,0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,5,0,588
23022,sNfo4ddp0wc2HAO0MLdX,62,989,train,asllex,feel,open_8,m,Flat,0,,,Open,0,One Handed,Curved,1,Body,Torso Top,Body Away,1,,1,624
16862,1fr9PXZ26hEfLgfYzg8T,35,1136,val,asllex,sleep,5,imrp,Fully Open,1,1,1,Open,1,One Handed,Straight,0,Head,Head Away,Head Away,0,,0,709
34886,h6nIRHq61jnE35bP3WSH,39,4154,train,asllex,newspaper,g,i,Flat,1,,,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,2010
24181,HWxQQa62hpDtWb6tFPuo,52,4292,train,asllex,woman,5,imrp,Fully Open,0,1,0,Open,0,One Handed,Straight,0,Head,Chin,,1,,0,1443
46307,aPS1O26pA58q08y0XxzA,84,1938,train,asllex,must,bent_1,i,Bent,0,,,Closed,0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,0,192
62369,fOFP4ROp35LW17qrvLG1,61,1534,test,asllex,develop_1,closed_b,imrp,Fully Open,0,0,0,Closed,0,Asymmetrical Same Handshape,Straight,0,Hand,Palm,Hand Away,1,closed_b,0,1251
55699,AAT4nHL8pWCYanSU3p9s,15,1198,train,asllex,area,5,imrp,Fully Open,0,1,0,Open,0,Asymmetrical Different Handshape,Circular,1,Hand,Finger Radial,Finger Radial,1,S,0,19
60806,wZxPa1N0g09cBV3zjvJ1,31,1467,train,asllex,opportunity,o,imrp,Curved,,0,,Open,1,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,o,0,1534
62482,V3ZOkVir39ezZVJVDKfU,49,1465,train,asllex,right_3,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,0,Hand,Palm,Hand Away,1,open_b,0,976
44270,yeEZiS3A2nolah5kYpNu,62,1262,train,asllex,different,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,106
72146,qocuO4yDN1U4wswPmWhu,42,1796,train,freetext,hide,,,,,,,,,,,,,,,,,,
9117,13TV5O6uJK8zT7i9IqKb,61,1662,test,asllex,body,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Body,Clavicle,Hips,1,open_b,0,788
39821,VmZtLI6uHe0UXOLGM3c5,54,1897,train,asllex,wall,closed_b,imrp,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,closed_b,0,1408
7397,k1h67GUPL8da7Osh9OUM,7,2768,train,asllex,wave,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Z-shaped,0,Neutral,Neutral,Neutral,0,5,0,3120
2899,wU4jQ2gQCv7MPrZcsH3v,62,1135,train,asllex,pride,a,t,,,,,Open,,One Handed,Straight,0,Body,Torso Bottom,Torso Top,1,,0,2172
25303,VhR5rW0nbui2hoMGaxaw,84,2219,train,asllex,numbers,flat_o,imrp,Flat,0,0,0,Open,1,Symmetrical Or Alternating,Other,0,Neutral,Neutral,Neutral,1,flat_o,1,782
56031,EsURMOMuQAJXTKnywwI6,84,1669,train,freetext,estimate,,,,,,,,,,,,,,,,,,
50352,AdRg1wM6TfKuvwrO0PVs,46,2386,train,asllex,convince,closed_b,imrp,Fully Open,0,0,0,Closed,0,Asymmetrical Different Handshape,Curved,0,Hand,Hand Away,Finger Front,1,1,1,1138
60336,tJK0JfFDVKfTipQPMzo8,63,5781,val,asllex,positive,1,i,Fully Open,0,,,Closed,0,Asymmetrical Same Handshape,Straight,1,Hand,Finger Radial,,1,1,0,918
42679,kC7ZF6sKSQXijExuqX3T,61,1054,test,asllex,white,flatspread_5,imrp,Flat,1,1,1,Open,1,One Handed,Straight,1,Body,Torso Top,Body Away,0,,0,568
3900,sL3T8nkUuUaVn4Elcghk,60,707,val,signbank,1819,,,,,,,,,,,,,,,,,,
316,FPikGv1FrpA6iRJPXEzW,50,2118,test,asllex,cup,c,imrp,Curved,0,0,0,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,388
17963,hgET86bj9ttecbeq0AMV,59,2325,train,asllex,work,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Same Handshape,Straight,1,Hand,Palm Back,,1,s,0,1450
52607,iQWdRaaMIJfyTivDPZev,39,2655,train,asllex,program,p,im,Stacked,0,,0,Open,1,Asymmetrical Different Handshape,Back And Forth,0,Hand,Hand Away,Hand Away,0,B,0,939
64819,kmCV5uBt7g5qQrdsF3nC,64,2267,test,asllex,snow_2,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,5,0,686
10873,wFN7dDssrVQSMwOIsu4Z,17,2184,train,asllex,farm,5,imrp,Fully Open,0,1,0,Open,0,One Handed,Straight,1,Head,Chin,Chin,1,,0,128
47754,Xekdp23XkbLNRR8j3mPP,61,1296,test,asllex,hot,flatspread_5,imrp,Flat,0,1,0,Open,0,One Handed,Curved,0,Head,Head Away,Head Away,0,,1,485
38863,TV97UZudRMQphBZsZlHh,49,1333,val,asllex,change,bent_1,i,Bent,0,,,Closed,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,bent_1,1,1053
10067,bGO4Dav0BRKXUYLxh5iV,39,2266,train,asllex,angry,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,Curved,0,Body,Torso Top,Body Away,1,5,0,15
59285,49CKLymUqqbxld57VTRT,49,1505,val,asllex,cross_heart,flat_1,i,Flat,0,,,Closed,0,One Handed,X-shaped,0,Body,Torso Top,Torso Top,1,,1,1985
49775,20pncy9Jz7uoxpLtye0Z,38,2906,val,asllex,escape,1,i,Fully Open,0,,,Closed,0,Asymmetrical Different Handshape,Straight,0,Hand,Other,Hand Away,1,5,0,629
83736,gkNRWcHUXcX61aM7GFyY,62,921,train,freetext,ouch,,,,,,,,,,,,,,,,,,
25441,9sshPF0ziGCLYRXnjniW,62,1126,val,asllex,explanation,f,i,Curved,0,,,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,f,0,1353
88509,o5BZjeZGhyvSPTAlMwfi,38,3418,train,freetext,temple,,,,,,,,,,,,,,,,,,
22213,6enx6ZFJ4jrywFFRMw62,49,1222,val,asllex,my,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Straight,0,Body,Torso Top,,1,,0,
46121,voxy3uFtlcvYJ2vQaKUa,88,2361,val,asllex,option,f,i,Flat,1,,,Open,1,Asymmetrical Different Handshape,Z-shaped,1,Hand,Finger Tip,Finger Tip,0,Dominance Condition Violation,0,1533
48831,HmRd5H4Yg1ubvOIVl2la,31,2083,train,asllex,event,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Curved,0,Body,Torso Top,Body Away,1,open_8,0,1325
4919,76Fh8bHcjHtejbJ90b5H,8,1363,train,asllex,hair,f,i,Flat,0,,,Open,1,One Handed,Straight,1,Head,Other,Other,0,,0,1848
16628,J9JHQjOXJWRERFK5cHvy,88,3850,train,asllex,pipe,y,p,Fully Open,0,,,Open,0,One Handed,Straight,1,Head,Mouth,,1,,0,799
44221,fMPNzb4BSwipcsILcVMQ,39,5227,train,asllex,different,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,106
40891,zIbJBpA66j7WhhV1Ejqx,35,1346,train,asllex,smell,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Head,Head Away,Head Away,0,,0,1076
36848,zyscN2ovrWntnO8oQUcy,59,3259,train,asllex,use,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Curved,1,Hand,Finger Radial,Hand Away,1,Dominance Condition Violation,0,313
58280,TWLfcmZFhaXpzrLR213w,46,3630,train,asllex,cool_5,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,None,1,Head,Head Away,,0,5,0,1160
62353,E4miB7PTWh9rJgIVi0fA,30,1817,val,freetext,fundraise,,,,,,,,,,,,,,,,,,
18841,7IXeCN3SPFXe926w7bog,60,1859,train,asllex,eat_2,o,imrp,Curved,0,0,0,Open,1,One Handed,Straight,1,Head,Mouth,,1,,0,399
57039,EmD13pYtifZKrsDd9eDZ,88,4303,train,asllex,erupt_1,o,imrp,Curved,1,0,1,Open,1,Asymmetrical Different Handshape,Straight,0,Hand,Other,Hand Away,1,C,0,
47013,gkhnEKt9ddFQ5bHz1f8e,46,2590,train,asllex,big,bent_l,i,Bent,0,,,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,bent_l,1,772
43332,CGM5Ha4eZDOCc5hO58yr,30,1797,val,asllex,connection,8,m,Flat,0,,,Open,1,Symmetrical Or Alternating,None,1,Neutral,Neutral,,1,8,0,397
14200,RZNVMBmgNfGwOdBA9rjF,48,1348,test,freetext,air,,,,,,,,,,,,,,,,,,
48517,ADrfqQgg2MKvObUlbFPD,57,2293,test,asllex,bright,o,imrp,Curved,1,0,1,Open,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,o,0,
67887,6Xhn2wkX0jYJVh2m7Hnu,57,2017,test,freetext,gymnastic,,,,,,,,,,,,,,,,,,
90249,mGS2cdHxzt2i8TDJ8Cbg,49,1169,train,freetext,vp,,,,,,,,,,,,,,,,,,
27028,MNpzL1wtZGAXnZi4WEcb,57,1011,test,asllex,want,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,5,0,1409
86699,jfXKKIYOdxKjvDGVUmCO,39,2981,train,freetext,sikh,,,,,,,,,,,,,,,,,,
88360,z8C2tOCGpuOlQiIdzY4z,39,3830,val,freetext,tanktop,,,,,,,,,,,,,,,,,,
59424,RVpn9knQcCDwcytzuIeu,59,2815,train,asllex,transgender,curved_5,imrp,Curved,0,1,1,Open,1,One Handed,Curved,0,Body,Torso Top,Torso Mid,1,,1,1301
72654,JznEsFKglUO4rxI0hWf5,46,2541,val,freetext,in_love,,,,,,,,,,,,,,,,,,
32699,Yf732AAvo68Qj4QNnx1s,49,934,train,asllex,mascara,1,i,Fully Open,0,,,Closed,0,One Handed,None,1,Head,Eye,Head Away,0,,0,2996
28391,7cqy75XImI13AcHNaSAN,84,1522,train,asllex,game,a,t,,,,,Open,,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,a,0,463
86562,e3WoToZBLgqJzjuIsMF2,17,2074,val,freetext,short_hair,,,,,,,,,,,,,,,,,,
31257,EcDT7RmIAhQ3xRVytxqB,57,1779,test,asllex,small,c,imrp,Curved,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,c,0,174
556,bSlZ1dHgeE1h9AgXB7Eb,35,1676,train,signbank,221,,,,,,,,,,,,,,,,,,
57408,EJdqhPC5BsQ40djXuaYk,62,1415,train,asllex,jewelry,4,imrp,Fully Open,1,1,0,Closed,0,Symmetrical Or Alternating,Curved,1,Body,Torso Top,Shoulder,1,4,0,1707
26328,a1HmFfXiGh7aoV5DJSYb,62,1184,val,freetext,beach,,,,,,,,,,,,,,,,,,
36185,4kEblgItc2trInvw8swr,84,2138,train,asllex,magic,curved_5,imrp,Curved,1,1,1,Closed,1,Symmetrical Or Alternating,None,0,Neutral,Neutral,,0,curved_5,0,666
1768,sYoWYSvXb2GPpHrLIRZ8,7,2609,train,signbank,705,,,,,,,,,,,,,,,,,,
3265,w91lWun6xIcCsbRxahVL,85,3137,train,asllex,science,a,t,,,,,Open,,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,a,0,766
64379,5L0afCDN0LxRxSsRknCo,63,2075,train,asllex,bed_2,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Head,Other,,1,open_b,0,1974
901,n04lAUUfttoJ5rIwnGkh,39,2851,train,signbank,452,,,,,,,,,,,,,,,,,,
36872,PSWpC93ruUWO8vBwlS3w,49,1198,train,asllex,brown,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Straight,0,Head,Chin,Chin,1,,0,53
26926,QhhcAo6UVRw6C46bedv9,7,2611,val,freetext,bow,,,,,,,,,,,,,,,,,,
85587,BIUr1bGdxAPzYYGEx6It,78,2674,train,freetext,ring,,,,,,,,,,,,,,,,,,
83484,4Wz5J3WeRI4CWKdQl3sp,49,2441,train,freetext,old,,,,,,,,,,,,,,,,,,
7684,HcSUulwUeUKYOL0Zhlru,31,1357,train,asllex,attention,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Head,Eye,Head Away,0,open_b,0,756
41902,Va3OIYtAQIWmbPpDZzdz,48,1619,test,asllex,share,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,None,1,Hand,Finger Radial,Finger Radial,1,open_b,1,251
24937,FhAGXFPBpV0d4qhhGEBZ,7,2593,val,asllex,ball,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,curved_5,0,382
22634,aYLtqQLaYDBCRBUAAOdN,59,1932,val,asllex,art,i,p,Fully Open,0,,,Closed,0,Asymmetrical Different Handshape,Z-shaped,0,Hand,Hand Away,Hand Away,0,B,0,2443
32227,Gmi20j6YadVF6EloErg4,84,1540,val,asllex,zoom_off,l,i,Fully Open,1,,,Open,1,Asymmetrical Different Handshape,Straight,0,Hand,Finger Back,Hand Away,0,1,0,329
37297,8lwGVcEAuQvZwxUwJ9s1,12,2264,train,asllex,many,s,imrp,Fully Closed,1,,1,Closed,1,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,s,0,504
47147,1xiTBwdBkcJFyDYf161c,8,1133,train,asllex,plate,curved_l,i,Curved,0,,,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,curved_l,0,906
